skill_id,skill_name,class_id,tier,type,cost_mp,cost_hp,cooldown_s,startup_f,active_f,recovery_f,hit_interval_f,hitbox,range_m,angle_deg,damage_mult,damage_type,hits,hitstun_f,knockback_m,launch_v,status,armor,invincible_f,sweep,intercept,channel,cancel_min_tier,jump_cancel,special,notes,learn_level,acq_type,animation,vfx,sound
SRP_T2_001,踏射,SRP,T2,active,60,0,12,10,4,14,-,cone:r3.0:a70,3.0,70,1.11,phys,1,0,0,-,none,none,-,1,0,0,T2+,0,受身无效,原著明示三技之一,20,job_change,AM_SRP_T2_001,VX_SRP_T2_001_HIT,SD_SRP_T2_001_HIT
SRP_T2_002,速射,SRP,T2,buff,55,0,15,8,8s,10,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,射速+30%,时间性状态技,25,job_change,AM_SRP_T2_002,VX_SRP_T2_002,SD_SRP_T2_002
SRP_T2_003,曲射,SRP,T2,buff,60,0,14,10,6s,12,-,none,-,-,0.28,phys,-,0,0,-,none,none,-,0,0,0,any,0,曲线弹道;甩枪可控弧度,绕掩体,30,job_change,AM_SRP_T2_003,VX_SRP_T2_003_HIT,SD_SRP_T2_003_HIT
SRP_T2_004,散射,SRP,T2,active,60,0,12,10,-,12,-,cone:r8:a35,8.0,35,0.27,phys,5,8,0,-,none,none,-,0,1,0,T2+,0,扇形5发,-,25,job_change,AM_SRP_T2_004,VX_SRP_T2_004_HIT,SD_SRP_T2_004_HIT
SRP_T2_005,怒射,SRP,T2,active,70,0,13,12,1s,14,4,proj:45m/s:25m,25,-,0.33,phys,4,8,0,-,none,none,-,0,1,0,T2+,0,压制射击,-,30,job_change,AM_SRP_T2_005,VX_SRP_T2_005_HIT,SD_SRP_T2_005_HIT
SRP_T3_001,乱射,SRP,T3,active,100,0,25,14,1.5s,20,6,circle:r6.0,6.0,-,0.28,phys,8,8,0,-,none,none,-,0,1,0,T3+,0,子弹360°纷乱飞舞,反贴身终极（原著60级）,60,job_change,AM_SRP_T3_001,VX_SRP_T3_001_HIT,SD_SRP_T3_001_HIT
SRP_T3_002,枪炮武术,SRP,T3,active,90,0,22,12,9,16,3,fan:r2.0:a90,2.0,90,0.67,phys,3,14,1.0,-,none,none,-,0,0,0,T3+,0,体术+射击混接,近身博弈核心,35,job_change,AM_SRP_T3_002,VX_SRP_T3_002_HIT,SD_SRP_T3_002_HIT
SRP_T3_003,双重控制,SRP,T3,active,90,0,40,8,-,8,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,重置一个冷却中的技能,每局限2次,40,job_change,AM_SRP_T3_003,VX_SRP_T3_003,SD_SRP_T3_003
SRP_T4_001,巴雷特狙击,SRP,T4,active,170,0,55,30,-,22,-,proj:80m/s:40m,40,-,2.64,phys,1,30,0,-,none,none,-,0,1,0,T4+,0,蓄力:1.2s;头部×2;几率穿透,神枪手最强技（原著70级）,70,job_change,AM_SRP_T4_001,VX_SRP_T4_001_HIT,SD_SRP_T4_001_HIT
SRP_T4_002,承前启后,SRP,T4,buff,120,0,50,10,8s,12,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,射击命中为下一技能减CD:每发-0.5s,持续输出循环,50,job_change,AM_SRP_T4_002,VX_SRP_T4_002,SD_SRP_T4_002
SRP_PAS_001,枪术精通,SRP,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,射击类伤害+2%/级,转职被动,20,job_change,AM_SRP_PAS_001,VX_SRP_PAS_001,SD_SRP_PAS_001
SPF_BAS_001,弩射击,SPF,BAS,basic,0,0,0,5,1,3,-,proj:40m/s:20m,20,-,0.24,phys,1,6,0,-,none,none,-,0,1,0,any,0,弹匣15发(扩充20);附着当前弹种,换弹匣=切弹,1,normal,AM_SPF_BAS_001,VX_SPF_BAS_001_HIT,SD_SPF_BAS_001_HIT
SPF_T1_001,浮空弹,SPF,T1,active,35,0,6,8,-,10,-,proj:45m/s:22m,22,-,0.78,phys,1,0,0,7.0,none,none,-,0,1,0,T1+,0,-,-,1,normal,AM_SPF_T1_001,VX_SPF_T1_001_HIT,SD_SPF_T1_001_HIT
SPF_T1_002,僵直弹,SPF,T1,active,45,0,10,12,-,14,-,proj:18m/s:20m,20,-,0.82,phys,1,120,0,-,none,none,-,0,1,0,T1+,0,僵直2s(满阶3.5s);弹速慢体积大,看得见躲得开,10,normal,AM_SPF_T1_002,VX_SPF_T1_002_HIT,SD_SPF_T1_002_HIT
SPF_T1_003,撞击式手雷,SPF,T1,active,35,0,5,10,-,12,-,lob:r2.5,9.0,-,0.78,phys,-,20,1.0,-,none,none,-,0,0,0,-,0,范围伤害低CD短,清场用,5,normal,AM_SPF_T1_003,VX_SPF_T1_003_HIT,SD_SPF_T1_003_HIT
SPF_T1_004,冰弹装填,SPF,T1,stance,30,0,公共1.5,8,-,0,-,none,-,-,0,ice,-,0,0,-,none,none,-,0,0,0,any,0,换弹匣=冰弹,原著30级,30,job_change,AM_SPF_T1_004,VX_SPF_T1_004,SD_SPF_T1_004
SPF_T1_005,爆炎弹装填,SPF,T1,stance,30,0,公共1.5,8,-,0,-,none,-,-,0,fire,-,0,0,-,none,none,-,0,0,0,any,0,换弹匣=爆炎弹,火系,20,job_change,AM_SPF_T1_005,VX_SPF_T1_005,SD_SPF_T1_005
SPF_T1_006,感电弹装填,SPF,T1,stance,30,0,公共1.5,8,-,0,-,none,-,-,0,light,-,0,0,-,none,none,-,0,0,0,any,0,换弹匣=感电弹,感电:受击+8%/层,25,job_change,AM_SPF_T1_006,VX_SPF_T1_006,SD_SPF_T1_006
SPF_T2_001,烟雾弹,SPF,T2,active,45,0,12,10,6s,12,-,lob:zone:r5:6s,10.0,-,0,none,-,0,0,-,blind:区域内,none,none,0,0,0,-,0,视野遮蔽,敌我皆盲,25,job_change,AM_SPF_T2_001,VX_SPF_T2_001,SD_SPF_T2_001
SPF_T2_002,闪光弹,SPF,T2,active,50,0,12,10,-,12,-,lob:r4.0,10.0,-,0,light,-,0,0,-,blind:2.5s,none,none,0,0,0,-,0,同队豁免差（原著）,背对自身免致盲,25,job_change,AM_SPF_T2_002,VX_SPF_T2_002,SD_SPF_T2_002
SPF_T2_003,爆缩式手雷,SPF,T2,active,65,0,13,10,-,14,-,lob:r3.0,9.0,-,1.09,phys,-,0,3.0,-,none,none,-,0,0,0,-,0,冲击力极强:破霸体,连霸体都无法绝对抵御（原著）,30,job_change,AM_SPF_T2_003,VX_SPF_T2_003_HIT,SD_SPF_T2_003_HIT
SPF_T2_004,计时式手雷,SPF,T2,active,55,0,14,10,-,12,-,lob:r3.0:定时最长8s,9.0,-,1.13,fire,-,20,1.0,-,none,none,-,0,0,0,-,0,定时爆炸,最长等8s,30,job_change,AM_SPF_T2_004,VX_SPF_T2_004_HIT,SD_SPF_T2_004_HIT
SPF_T2_005,毒气式手雷,SPF,T2,active,60,0,14,10,5s,12,-,lob:zone:r3.5:5s,9.0,-,1.00,dark,-,0,0,-,poison:35:持续,none,none,0,0,0,-,0,剧毒瓦斯,-,30,job_change,AM_SPF_T2_005,VX_SPF_T2_005_HIT,SD_SPF_T2_005_HIT
SPF_T3_001,追踪式手雷,SPF,T3,active,70,0,15,12,-,14,-,lob:追踪:120°/s,12.0,-,1.69,phys,-,20,1.0,-,none,none,-,0,0,0,-,0,螺旋翼锁定目标,-,35,job_change,AM_SPF_T3_001,VX_SPF_T3_001_HIT,SD_SPF_T3_001_HIT
SPF_T3_002,遥控式手雷,SPF,T3,active,60,0,15,12,-,12,-,lob:手动引爆:r3.0,12.0,-,1.60,phys,-,20,1.0,-,none,none,-,0,0,0,-,0,操作者控制引爆时机,精准性高,35,job_change,AM_SPF_T3_002,VX_SPF_T3_002_HIT,SD_SPF_T3_002_HIT
SPF_T3_003,爆炎式手雷,SPF,T3,active,65,0,14,10,4s,12,-,lob:zone:r3.5:4s,9.0,-,1.55,fire,-,10,0,-,burn:50:持续,none,none,0,0,0,-,0,火系燃烧,行动控制力弱,30,job_change,AM_SPF_T3_003,VX_SPF_T3_003_HIT,SD_SPF_T3_003_HIT
SPF_T3_004,感电式手雷,SPF,T3,active,65,0,14,10,-,12,-,lob:r3.5,9.0,-,1.57,light,-,15,0,-,shock:感电2层,none,none,0,0,0,-,0,感电区域,-,35,job_change,AM_SPF_T3_004,VX_SPF_T3_004_HIT,SD_SPF_T3_004_HIT
SPF_T3_005,燃烧弹,SPF,T3,active,55,0,11,12,-,12,-,lob:r3.0:5s,10.0,-,1.60,fire,-,10,0,-,burn:45:持续,none,none,0,0,0,-,0,落地生花,-,15,normal,AM_SPF_T3_005,VX_SPF_T3_005_HIT,SD_SPF_T3_005_HIT
SPF_U_001,乱雷,SPF,U,active,280,0,120,22,-,24,-,自身全部手雷种类,-,-,4.01,phys,-,20,1.0,-,随携带手雷,SSA:0-22f,-,0,0,0,none,0,天女散花:所携带手雷综合爆发,空库存时仅基础0.8,70,job_change,AM_SPF_U_001,VX_SPF_U_001_HIT,SD_SPF_U_001_HIT
SPF_PAS_001,弹药扩充,SPF,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,弹匣15→20发;手雷每种+1,转职被动（原著数值）,20,job_change,AM_SPF_PAS_001,VX_SPF_PAS_001,SD_SPF_PAS_001
LAU_BAS_001,重炮弹,LAU,BAS,basic,0,0,0,14,2,18,-,proj:35m/s:25m,25,-,0.45,phys,1,20,2.0,-,none,none,-,0,1,0,any,0,-,GDD14.11.4,1,normal,AM_LAU_BAS_001,VX_LAU_BAS_001_HIT,SD_LAU_BAS_001_HIT
LAU_T1_001,拔击,LAU,T1,active,35,0,6,12,4,16,-,fan:r2.4:a120,2.4,120,0.80,phys,1,14,0,7.0,none,none,-,0,0,0,T1+,0,拔炮横击,唯一普通起浮,1,normal,AM_LAU_T1_001,VX_LAU_T1_001_HIT,SD_LAU_T1_001_HIT
LAU_T1_002,火焰喷射,LAU,T1,channel,55,0,10,12,1.5s,14,10,cone:r8:a40,8.0,40,0.70,fire,-,10,0,-,burn:40:持续;slow:20%,none,none,0,0,1,T1+,0,锥形,防贴脸,15,normal,AM_LAU_T1_002,VX_LAU_T1_002_HIT,SD_LAU_T1_002_HIT
LAU_T1_003,反坦克炮,LAU,T1,active,50,0,7,14,-,16,-,proj:45m/s:30m,30,-,0.33,phys,3,20,2.0,-,三发:①击退②僵直③击倒,none,none,0,0,1,T1+,0,三发三效果（原著）,-,10,normal,AM_LAU_T1_003,VX_LAU_T1_003_HIT,SD_LAU_T1_003_HIT
LAU_T2_001,格林机枪,LAU,T2,channel,75,0,12,12,2.5s,16,10,line:20m,20.0,-,0.09,phys,15,6,0,-,none,none,-,0,1,1,T2+,0,直线子弹扫射,架设中12段,20,job_change,AM_LAU_T2_001,VX_LAU_T2_001_HIT,SD_LAU_T2_001_HIT
LAU_T2_002,BBQ,LAU,T2,grab,65,0,14,12,4,16,-,box:1.0x1.0x2.5:扫射,2.5,-,1.22,phys,1,0,0,-,none,none,-,0,0,0,T2+,0,膝袭起手+扫射;抓取判定,贴身反打核心（原著）,20,job_change,AM_LAU_T2_002,VX_LAU_T2_002_HIT,SD_LAU_T2_002_HIT
LAU_T2_003,加农炮,LAU,T2,active,70,0,12,16,-,16,-,proj:30m/s:28m,28,-,1.22,phys,1,20,2.0,-,none,none,-,0,1,0,T2+,0,蓄力后射程杀伤范围更大,能量球,25,job_change,AM_LAU_T2_003,VX_LAU_T2_003_HIT,SD_LAU_T2_003_HIT
LAU_T2_004,刺弹炮,LAU,T2,active,70,0,13,16,-,16,-,proj:爆裂8枚:r4.0,20.0,-,0.17,phys,8,20,1.0,-,none,none,-,1,1,0,T2+,0,爆裂成八枚刺射弹,范围攻击,30,job_change,AM_LAU_T2_004,VX_LAU_T2_004_HIT,SD_LAU_T2_004_HIT
LAU_T3_001,激光炮,LAU,T3,active,105,0,24,20,-,18,-,line:40m:宽1.2,40.0,-,2.03,light,1,25,3.0,-,none,none,-,0,1,0,T3+,0,蓄力:0.8s:+40%:强后座(自退1.5m),攻击距离全荣耀之最,30,job_change,AM_LAU_T3_001,VX_LAU_T3_001_HIT,SD_LAU_T3_001_HIT
LAU_T3_002,破甲炮,LAU,T3,active,100,0,24,20,-,18,-,proj:40m/s:35m,35,-,1.98,phys,1,25,2.0,-,破防:目标物防-30%:8s,none,none,0,0,1,T3+,0,-,团队增益型,35,job_change,AM_LAU_T3_002,VX_LAU_T3_002_HIT,SD_LAU_T3_002_HIT
LAU_T3_003,悬磁炮,LAU,T3,active,100,0,25,18,-,18,-,proj:吸附拖拽,25.0,-,1.79,phys,1,20,0,-,拖拽:目标向自身位移,none,none,0,0,1,T3+,0,弹头吸附强行带动目标,触地爆炸,40,job_change,AM_LAU_T3_003,VX_LAU_T3_003_HIT,SD_LAU_T3_003_HIT
LAU_T3_004,热感飞弹,LAU,T3,active,105,0,26,16,-,16,-,proj:追踪:100°/s×2,25.0,-,0.96,fire,2,20,1.0,-,burn:40:3s,none,none,0,0,1,T3+,0,热源引导从天而降,弱追踪,40,job_change,AM_LAU_T3_004,VX_LAU_T3_004_HIT,SD_LAU_T3_004_HIT
LAU_T3_005,量子炮,LAU,T3,active,110,0,28,22,-,18,-,proj:38m/s:32m,32,-,2.08,phys,1,25,2.0,-,none,none,-,0,1,0,T3+,0,蓄力强后座(自退2m),-,45,job_change,AM_LAU_T3_005,VX_LAU_T3_005_HIT,SD_LAU_T3_005_HIT
LAU_T4_001,稳定炮架,LAU,T4,buff,120,0,60,30,8s,15,-,none,-,-,0,none,-,0,0,-,none,SSA:30-510f,-,0,0,0,any,0,限定位置:不可移动跳跃→攻防大幅+不可打断+霸体,展开1s收起0.5s（原著75级）,75,job_change,AM_LAU_T4_001,VX_LAU_T4_001,SD_LAU_T4_001
LAU_T4_002,蓄能火炮,LAU,T4,active,150,0,50,40,-,28,-,circle:r6.0,25.0,-,2.64,phys,1,30,2.0,-,none,SSA:0-40f,-,0,1,0,T4+,0,蓄力:2s,觉醒技（原著）按T4竞技档,50,awakening,AM_LAU_T4_002,VX_LAU_T4_002_HIT,SD_LAU_T4_002_HIT
LAU_U_001,卫星射线,LAU,U,active,280,0,120,40,3s,30,18,circle:r5.0:主柱+6子柱,25.0,-,4.06,light,-,20,0,-,slow:40%,SSA:0-40f,-,0,0,1,none,0,子光柱可手动操控(延迟0.3s),原著70级,70,job_change,AM_LAU_U_001,VX_LAU_U_001_HIT,SD_LAU_U_001_HIT
LAU_PAS_001,重火力控制,LAU,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,射程+10%范围+10%;需手炮,转职被动（原著）,20,job_change,AM_LAU_PAS_001,VX_LAU_PAS_001,SD_LAU_PAS_001
MEH_BAS_001,机械手枪射击,MEH,BAS,basic,0,0,0,5,1,2,-,proj:40m/s:18m,18,-,0.20,phys,1,6,0,-,none,none,-,0,1,0,any,0,-,GDD14.12,1,normal,AM_MEH_BAS_001,VX_MEH_BAS_001_HIT,SD_MEH_BAS_001_HIT
MEH_T1_001,机械追踪,MEH,T1,summon,40,0,8,10,-,8,-,unit:自爆:r2.0,15,-,0.92,phys,-,0,0,-,none,none,-,0,0,0,-,0,自爆小机器人:行走寻敌,部署位×3,5,normal,AM_MEH_T1_001,VX_MEH_T1_001_HIT,SD_MEH_T1_001_HIT
MEH_T1_002,机械拳,MEH,T1,active,35,0,6,8,3,10,-,box:0.8x0.8x1.6,1.6,-,0.80,phys,1,14,0,-,none,none,-,0,0,0,T1+,0,体术,-,1,normal,AM_MEH_T1_002,VX_MEH_T1_002_HIT,SD_MEH_T1_002_HIT
MEH_T1_003,跳雷,MEH,T1,active,40,0,8,10,-,10,-,lob:弹跳:r2.5,10.0,-,0.82,phys,-,20,1.0,-,none,none,-,0,0,0,-,0,弹跳至目标位置爆炸,抛物线越掩体,15,normal,AM_MEH_T1_003,VX_MEH_T1_003_HIT,SD_MEH_T1_003_HIT
MEH_T1_004,空气压缩机,MEH,T1,active,45,0,9,10,3,12,-,cone:r3.0:a90,3.0,90,0.76,phys,1,10,3.0,-,none,none,-,0,0,0,T1+,0,吹飞3m:无光影效果,视觉欺骗技（原著）,15,normal,AM_MEH_T1_004,VX_MEH_T1_004_HIT,SD_MEH_T1_004_HIT
MEH_T1_005,推进器,MEH,T1,buff,40,0,10,6,4s,8,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,移速+40%,加速移动,20,job_change,AM_MEH_T1_005,VX_MEH_T1_005,SD_MEH_T1_005
MEH_T2_001,捕猎者,MEH,T2,summon,55,0,12,12,-,10,-,unit:追咬,15,-,1.00,phys,-,0,0,-,slow:20%,none,none,0,0,0,-,0,机械狗:速度远超机械追踪,部署位×3,30,job_change,AM_MEH_T2_001,VX_MEH_T2_001_HIT,SD_MEH_T2_001_HIT
MEH_T2_002,机械空投,MEH,T2,active,70,0,16,14,-,14,-,lob:zone:r3.0:4s,14.0,-,1.04,fire,-,15,0.5,-,burn:30:持续,none,none,0,0,0,-,0,两个飞行器排队丢炸弹,-,45,job_change,AM_MEH_T2_002,VX_MEH_T2_002_HIT,SD_MEH_T2_002_HIT
MEH_T2_003,机械旋翼,MEH,T2,buff,60,0,18,8,4s,10,-,self,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,本体空中移动4s,需机械箱（原著）,20,job_change,AM_MEH_T2_003,VX_MEH_T2_003,SD_MEH_T2_003
MEH_T2_004,电子眼,MEH,T2,deploy,45,0,20,10,20s,10,-,deploy:侦察:HP150,25.0,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,视角共享:小地图脉冲,信息技,30,job_change,AM_MEH_T2_004,VX_MEH_T2_004,SD_MEH_T2_004
MEH_T2_005,钻臂冲击,MEH,T2,active,60,0,12,12,4,14,-,box:1.0x1.0x2.5,2.5,-,1.16,phys,1,16,2.5,-,none,none,-,0,0,0,T2+,0,体术,击退2.5m,25,job_change,AM_MEH_T2_005,VX_MEH_T2_005_HIT,SD_MEH_T2_005_HIT
MEH_T3_001,磁场线圈,MEH,T3,deploy,85,0,25,14,6s,14,-,zone:r4.0,4.0,-,0,none,-,0,0,-,weight:x1.5,none,none,0,0,0,-,0,范围内负重成倍增加,与灰阵同类机制,40,job_change,AM_MEH_T3_001,VX_MEH_T3_001,SD_MEH_T3_001
MEH_T3_002,自走火炮,MEH,T3,summon,75,0,18,12,-,12,-,unit:定点炮击,20.0,-,1.64,phys,-,15,1.0,-,none,none,-,0,0,0,-,0,定点远程炮击,每2s一发,40,job_change,AM_MEH_T3_002,VX_MEH_T3_002_HIT,SD_MEH_T3_002_HIT
MEH_T4_001,放大器,MEH,T4,active,150,0,50,14,-,14,-,proj:30m/s:18m,18,-,0,magic,1,0,0,-,amplify:下一击×2,none,none,0,0,1,any,0,标记目标:所受下一次技能伤害×2:上限2500,每局2次,50,job_change,AM_MEH_T4_001,VX_MEH_T4_001,SD_MEH_T4_001
MEH_U_001,火箭拳,MEH,U,active,280,0,120,26,-,24,-,box:1.5x1.5x6.0,6.0,-,4.25,phys,1,0,0,8.0,none,SSA:0-26f,-,0,0,0,none,0,火箭推进,体术终极,55,job_change,AM_MEH_U_001,VX_MEH_U_001_HIT,SD_MEH_U_001_HIT
STR_BAS_001,拳击一段,STR,BAS,basic,0,0,0,6,2,10,-,box:0.8x0.8x1.4,1.4,-,0.28,phys,1,10,0,-,none,none,-,0,0,0,any,0,-,全游戏最快普攻（GDD14.13.4）,1,normal,AM_STR_BAS_001,VX_STR_BAS_001_HIT,SD_STR_BAS_001_HIT
STR_BAS_002,拳击二段,STR,BAS,basic,0,0,0,6,2,10,-,box:0.8x0.8x1.4,1.4,-,0.30,phys,1,10,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_STR_BAS_002,VX_STR_BAS_002_HIT,SD_STR_BAS_002_HIT
STR_BAS_003,拳击三段,STR,BAS,basic,0,0,0,7,2,11,-,box:0.8x0.8x1.4,1.4,-,0.32,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_STR_BAS_003,VX_STR_BAS_003_HIT,SD_STR_BAS_003_HIT
STR_BAS_004,拳击四段,STR,BAS,basic,0,0,0,7,2,12,-,box:0.8x0.8x1.4,1.4,-,0.35,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_STR_BAS_004,VX_STR_BAS_004_HIT,SD_STR_BAS_004_HIT
STR_BAS_005,拳击五段,STR,BAS,basic,0,0,0,9,3,13,-,box:0.8x0.8x1.6,1.6,-,0.40,phys,1,14,0.5,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_STR_BAS_005,VX_STR_BAS_005_HIT,SD_STR_BAS_005_HIT
STR_BAS_006,拳击六段,STR,BAS,basic,0,0,0,12,3,16,-,box:0.8x0.8x1.8,1.8,-,0.50,phys,1,16,1.5,-,none,none,-,0,0,0,any,0,-,击退收尾,1,normal,AM_STR_BAS_006,VX_STR_BAS_006_HIT,SD_STR_BAS_006_HIT
STR_T1_001,高飞脚,STR,T1,active,35,0,6,12,4,16,-,fan:r1.6:a100,1.6,100,0.82,phys,1,0,0,8.0,none,none,-,0,0,0,T1+,0,-,起浮,1,normal,AM_STR_T1_001,VX_STR_T1_001_HIT,SD_STR_T1_001_HIT
STR_T1_002,前踢,STR,T1,active,30,0,5,8,3,10,-,box:0.8x0.8x1.5,1.5,-,0.78,phys,1,12,1.5,-,none,none,-,0,0,0,T1+,0,出招收招都相当迅速,击退1.5m,5,normal,AM_STR_T1_002,VX_STR_T1_002_HIT,SD_STR_T1_002_HIT
STR_T1_003,冲拳,STR,T1,active,35,0,5,10,3,12,-,box:0.8x0.8x1.8,1.8,-,0.80,phys,1,14,0,-,none,none,-,0,0,0,T1+,0,短突1m,-,10,normal,AM_STR_T1_003,VX_STR_T1_003_HIT,SD_STR_T1_003_HIT
STR_T1_004,飞脚,STR,T1,active,30,0,5,10,3,12,-,fan:r1.6:a90,1.6,90,0.78,phys,1,12,0,-,none,none,-,0,0,0,T1+,0,单腿踹出,-,15,normal,AM_STR_T1_004,VX_STR_T1_004_HIT,SD_STR_T1_004_HIT
STR_T2_001,窝心脚,STR,T2,active,45,0,9,12,4,14,-,box:0.8x0.8x1.6,1.6,-,1.11,phys,1,18,0,-,none,none,-,0,0,0,T2+,0,单脚撩起:破下段,-,25,job_change,AM_STR_T2_001,VX_STR_T2_001_HIT,SD_STR_T2_001_HIT
STR_T2_002,旋风腿,STR,T2,active,60,0,11,12,-,16,-,circle:r2.0,2.0,-,0.46,phys,3,12,1.0,-,none,none,-,0,0,0,T2+,1,飞身旋出一脚360°;可空中,击退1m,25,job_change,AM_STR_T2_002,VX_STR_T2_002_HIT,SD_STR_T2_002_HIT
STR_T2_003,钢筋铁骨,STR,T2,buff,70,0,20,10,20s,12,-,none,-,-,0,none,-,0,0,-,none,SA:10-210f,-,0,0,0,any,0,物防大幅+霸体,20s（原著15级）,15,normal,AM_STR_T2_003,VX_STR_T2_003,SD_STR_T2_003
STR_T2_004,鹰踏,STR,T2,active,60,0,12,8,9,14,3,box:1.0x1.0x2.0,2.0,-,0.41,phys,3,10,0,-,none,none,-,1,0,0,T2+,0,空中踏击:一阶两脚满阶五脚,满阶5段（原著20级）,20,job_change,AM_STR_T2_004,VX_STR_T2_004_HIT,SD_STR_T2_004_HIT
STR_T2_005,崩拳,STR,T2,active,55,0,9,10,3,12,-,box:0.8x0.8x1.8,1.8,-,1.13,phys,1,25,0,-,none,none,-,0,0,0,T2+,0,强硬直25f,直拳崩打,25,job_change,AM_STR_T2_005,VX_STR_T2_005_HIT,SD_STR_T2_005_HIT
STR_T2_006,高踢,STR,T2,active,55,0,9,12,4,14,-,fan:r1.8:a100,1.8,100,1.13,phys,1,0,0,7.0,none,none,-,0,0,0,T2+,0,击飞7.0,-,25,job_change,AM_STR_T2_006,VX_STR_T2_006_HIT,SD_STR_T2_006_HIT
STR_T1_005,云身,STR,T1,active,40,0,10,6,-,10,-,self,4.0,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,闪身位移4m,-,25,job_change,AM_STR_T1_005,VX_STR_T1_005,SD_STR_T1_005
STR_T3_001,空手入白刃,STR,T3,counter,95,0,25,8,-,18,-,cone:r2.0:a90,2.0,90,1.30,phys,1,25,1.0,-,none,none,invincible:8-16f,0,0,0,counter,0,拆挡:招架成功后下一击100%命中,反击成功给免费取消窗（原著30级）,30,job_change,AM_STR_T3_001,VX_STR_T3_001_HIT,SD_STR_T3_001_HIT
STR_T3_002,千斤坠,STR,T3,active,100,0,28,14,4,18,-,box:1.0x1.0x2.0,2.0,-,1.88,phys,1,25,0,-,none,SA:14-18f,-,0,0,0,T3+,0,霸体不可撞开(互伤判定);抓取无效;仅破霸体技可破,（原著50级前）,45,job_change,AM_STR_T3_002,VX_STR_T3_002_HIT,SD_STR_T3_002_HIT
STR_T3_003,伏虎腾翔,STR,T3,active,100,0,26,14,-,18,-,box:1.2x1.2x6.0,6.0,-,1.81,phys,1,0,1.0,-,none,none,-,1,0,0,T3+,0,爆发位移6m+踩翻,倒地,60,job_change,AM_STR_T3_003,VX_STR_T3_003_HIT,SD_STR_T3_003_HIT
STR_T3_004,寸劲,STR,T3,buff,80,0,30,8,10s,10,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,状态:缩短发劲距离+拳速:攻速+20%:1m内+15%,75级状态技（非爆发）,75,job_change,AM_STR_T3_004,VX_STR_T3_004,SD_STR_T3_004
STR_T4_001,霸皇拳,STR,T4,active,165,0,55,26,-,24,-,box:1.0x1.0x2.2,2.2,-,2.72,phys,1,35,3.0,-,none,SA:0-26f,-,0,0,0,T4+,0,蓄力形态与普攻直拳一致,欺骗性（原著）,50,job_change,AM_STR_T4_001,VX_STR_T4_001_HIT,SD_STR_T4_001_HIT
STR_T4_002,闪电光速拳,STR,T4,active,160,0,50,16,24,22,3,fan:r2.0:a90,2.0,90,0.34,phys,8,10,0,-,none,none,-,0,0,0,T4+,0,无数拳影极具欺骗性,75级,75,job_change,AM_STR_T4_002,VX_STR_T4_002_HIT,SD_STR_T4_002_HIT
STR_U_001,猛虎乱舞,STR,U,active,280,0,120,28,2s,30,12,box:1.0x1.0x2.5:可控,2.5,-,0.42,phys,10,10,0,7.0,none,SSA:0-28f,-,0,0,0,none,0,释放后可控轨迹(转向≤90°/s);末击强吹飞,70级觉醒,70,job_change,AM_STR_U_001,VX_STR_U_001_HIT,SD_STR_U_001_HIT
QIM_BAS_001,念气拳一段,QIM,BAS,basic,0,0,0,8,3,12,-,box:0.9x0.9x2.0,2.0,-,0.30,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,念气延伸判定（GDD14.14.4）,1,normal,AM_QIM_BAS_001,VX_QIM_BAS_001_HIT,SD_QIM_BAS_001_HIT
QIM_BAS_002,念气拳二段,QIM,BAS,basic,0,0,0,9,3,12,-,box:0.9x0.9x2.0,2.0,-,0.32,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_QIM_BAS_002,VX_QIM_BAS_002_HIT,SD_QIM_BAS_002_HIT
QIM_BAS_003,念气拳三段,QIM,BAS,basic,0,0,0,10,3,14,-,box:0.9x0.9x2.0,2.0,-,0.38,phys,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_QIM_BAS_003,VX_QIM_BAS_003_HIT,SD_QIM_BAS_003_HIT
QIM_BAS_004,念气拳四段,QIM,BAS,basic,0,0,0,13,4,16,-,box:0.9x0.9x2.2,2.2,-,0.50,phys,1,16,1.5,-,none,none,-,0,0,0,any,0,-,击退1.5m,1,normal,AM_QIM_BAS_004,VX_QIM_BAS_004_HIT,SD_QIM_BAS_004_HIT
